,en,ar,correction
1556,consent_form_section_3,تمثل هذه الدراسة مشروعًا بحثيًا يجريه معهد ماكس بلانك (MPI) للتنمية البشرية. لن تستخدم البيانات مجهولة المصدر التي تم جمعها حول أدائك في هذه اللعبة إلا لغايات بحثية فقط.<br /><br />لن يتم تسجيل أي بيانات شخصية. نستخدم عنوان IP الخاص بك لتحديد الدولة التي تدخل منها إلى الموقع، دون أن نخزن عنوان IP كاملاً. إذا اخترت المشاركة في المسح الاستطلاعي الأخير، فسنربط المعلومات العامة حول سنك وجنسك ومستوى تعليمك بمسارك على اللعبة.<br /><br />يمكن نشر بيانات الدراسة للجمهور من خلال قواعد البيانات البحثية أو المنشورات العلمية. ننوه إلى أنه يمكن استخدام هذه الدراسة لأغراض تتجاوز هذه الدراسة على وجه التحديد.,
1557,consent_form_section_3_title,3. كيف تُستخدم المعلومات والبيانات التي يتم جمعها؟,
1558,consent_form_section_4,المشاركة في هذه الدراسة طوعية. يمكنك الانسحاب من هذه الدراسة في أي وقت قبل إنهائها.,
1559,consent_form_section_4_title,4. المشاركة طوعية,
1560,consent_form_section_5,"تتضمن دراسة ""الحياة في ظل الأتمتة"" لعبة واحدة تستمر نحو 30 دقيقة، ويمكن تكرارها بعدد المرات الذي تشاء.<br /><br />وعند تفعيل المربع أدناه، فإنك تشير إلى أنك قرأت الشروط المبينة أعلاه وفهمتها، وتوافق على المشاركة في الدراسة وعلى جمع البيانات وتخزينها واستخدامها كما هو موضح أعلاه.",
1561,consent_form_section_5_title,5. موافقة,
1562,consent_form_title,معلومات حول الدراسة، وبيان موافقة المشاركين البالغين المستندة إلى معلومات واضحة.,
1563,consent_label,فهمت الشروط وأوافق عليها.,
1564,consent_submit_button,إرسال,
1565,cost_in_wages,{months} الأجور الشهرية,
1566,counterfactual,لولا الأتمتة، لكسبت ${amount} {comp} أكثر مما حققت.,
1567,current_job,الوظيفة الحالية,
1568,debt_expenses,${amount} الديون,
1569,debt_outcome,بلغ حجم قرضك ${loans}. أي أكثر بـ${amount} {comp} من اللاعبين الآخرين.,
1570,deepening_automation,آثار الإنتاجية في {name} واسعة النطاق.,
1571,drop_out,لقد تركت المدرسة.,
1572,education_title,التعليم,
1573,enroll_button,انضمام,
1574,facebook_share,شارك على فيسبوك,
1575,fired,لقد تم طردك بسبب أدائك.,
1576,fully_educated,قدم لك النظام التعليمي كل ما لديه.,
1577,game_over_debt,لقد تراكمت عليك الديون.,
1578,game_over_lose,لم تتمكن من ادخار ما يكفي للتقاعد.,
1579,game_over_lose_share,لم أنجح في الهروب من الأتمتة في 🤖 عالم الأتمتة 🌎.,
1580,game_over_lose_summary_result,لم تنجح. {percent}% من اللاعبين لم يتمكنوا من ذلك أيضًا.,
1581,game_over_notice,انتهت اللعبة,
1582,game_over_thanks,"شكرًا لك على المشاركة في لعبة ""عالم الأتمتة"". نرجو أن تمنحنا بعضًا من وقتك للمشاركة في هذا المسح الاستطلاعي.",
1583,game_over_warning,تراكمت عليك الديون. إذا بلغت ديونك ${amount}، فستخسر اللعبة.,
1584,game_over_win,نجوت من الأتمتة ووصلت بأمان إلى التقاعد.,
1585,game_over_win_share,لقد أفلتُّ من الأتمتة في 🤖 عالم الأتمتة 🌎!,
1586,game_over_win_summary_result,لقد نجحت. {percent}% من اللاعبين نجحوا أيضًا.,
1587,graduated,مبارك! لقد تخرجت.,
1588,high,مرتفع,
1589,high_risk_automation,خطر مرتفع,
1590,hint_hud,يمكنك هنا معرفة سنك 🎂، وحجم مدخراتك 🏦¶، ومقدار دخلك 💸، ونفقاتك، ومستواك التعليمي 🎓، ووظيفتك 🛠️.<br /><br />ستظهر مهاراتك على قائمة <b style='color:#fff;background:#395be5;'>المهارات</b>، وستظهر على قائمة <b style='color:#fff;background:#395be5;'>المدرسة </b> الأماكن التي يمكنك الالتحاق فيها بالمدرسة.,
1591,hint_job_graph,هذه هي شبكة الوظائف. ترتبط الوظائف معًا بحسب مدى تشابه المهارات اللازمة لتأديتها. تمثل العقدة باللون <b style='color:#fff;background:#0e55ef;'>الأزرق الغامق</b> المهنة التي تشغلها حاليًا. <br /><br /><b style='color:#fff;background:#4fc6ea;'>الأزرق الفاتح</b>تمثل العقد باللون  الوظائف التي يمكنك <b style='background:#f9ca2f;'>التقدم </b> إليها <img src='/static/pointer.png' width='9px' />بالنقر عليها (يستغرق الأمر {applicationMonths} شهرًا/شهور للحصول على رد). تعتمد فرصتك في الحصول على الوظيفة على مستويات المهارات ذات الصلة التي تتمتع بها، وعلى مستواك التعليمي، وأدائك الوظيفي الحالي.<br /><br /><b style='color:#fff;background:#51728c;'>باللون الرمادي</b>تمثل الوظائف  الداكن تلك التي شغلتها مسبقًا. يمكنك التقدم إلى هذه الوظائف مرة أخرى في أي وقت.<br /><br /><img src='/static/cursor.png' width='7px' />مرر الفأرة فوق المهنة للاطلاع على المهارات اللازمة، والأجر الشهري، ومدى تعرضها لخطر الأتمتة، ومستويات مهاراتك فيها.,
1592,hint_work,ستتراكم <b style='color:#fff;background:#ea432a;'>مهام العمل</b> هنا. <img src='/static/pointer.png' width='9px' />انقر على أي منها لإنهائها بهدف تعزيز <b style='color:#fff;background:#d119e5;'>أدائك</b> في وظيفتك، وزيادة فرصة تعيينك في وظيفة جديدة.,
1593,hired,حصلت على وظيفة {name}.,
1594,how_to_play,<p><b style='background:#f9ca2f;'>تقدم </b>للحصول على وظائف جديدة <img src='/static/pointer.png' width='9px' />بالنقر على العقد باللون <b style='color:#fff;background:#4fc6ea;'>الأزرق الفاتح</b> في شبكة الوظائف. <img src='/static/cursor.png' width='7px' />مرّر الفأرة فوق الوظائف لمعرفة المزيد عنها.</p><p>حافظ على <b style='color:#fff;background:#d119e5;'>أدائك</b> بالبقاء في مستوى عالٍ في (<img src='/static/pointer.png' width='9px' />النقر) <b style='color:#fff;background:#ea432a;'>العمل</b> في الزاوية العليا اليمنى.</p><p>لديك مصاريف شهرية يتم خصمها آليًا من 🏦¶  مدخراتك. إذا غرقت بالدين، فستنتهي اللعبة.</p><p>يمكنك تتبع التقدم الذي تحرزه نحو هدفك 🏦ñÔ∏è عند التقاعد بالنظر إلى الزواية الدنيا اليسرى.</p><p>إذا انشغلت فجأة، فلا تقلق، لأنك تستطيع <b style='color:#fff;background:#395be5;'>إيقاف</b> اللعبة متى ما أردت ذلك.</p>,
1595,how_to_play_title,طريقة اللعب,
1596,important_skills,مهارات مهمة,
1597,improving_on_job,التحسن في هذه الوظيفة,
1598,improving_skill,مهارة متحسنة,
1599,in_school_notice,في المدرسة,
1600,inflation,لقد تزايد إنفاقك على المعيشة بسبب التضخم.,
1601,interest_rate,نسبة الفائدة,
1602,likert_0,لا أوافق أبدًا,
1603,likert_1,لا أوافق,
1604,likert_2,محايد,
1605,likert_3,أوافق,
1606,likert_4,أوافق تمامًا,
1607,living_expenses,${amount} العيش,
1608,loan_terms,{rate}% ثابتة، {years} سنة/سنوات,
1609,loan_warning,لا تملك مالاً كافيًا للالتحاق بالمدرسة. إذا أردت الالتحاق بالبرنامج، فستحصل على قرض لتغطية جميع التكاليف ضمن الشروط التالية,
1610,low,منخفض,
1611,low_risk_automation,خطر محدود,
1612,mid_risk_automation,خطر متوسط,
1613,moderate,متوسط,
1614,month_unit,شهر,
1615,monthly_expenses,${amount}/شهر في النفقات,
1616,news_silence_note,إخفاء الأخبار في المستقبل. ستظل الإشعارات متاحة في الزاوية السفلى اليمنى.,
1617,news_title,خبر عاجل,
1618,next_level,المستوى التالي,
1619,njobs_outcome,لقد شغلت {nJobs} وظائف/وظيفة مختلفة. أي أكثر بـ{amount} {comp} مرة من اللاعبين الآخرين.,
1620,notification_history_button,سجل الإشعارات,
1621,notification_history_title,التاريخ,
1622,past_job,الوظيفة السابقة,
1623,pause_button,إيقاف,
1624,percent_automated,مؤتمتة,
1625,percent_skills_automated,{percent}% من الوظائف تمت أتمتتها,
1626,performance,الأداء,
1627,performance_bad,سيء,
1628,performance_fantastic,رائع,
1629,performance_good,جيد,
1630,performance_mediocre,متوسط,
1631,performance_terrible,فظيع,
1632,rejected,تم رفض طلبك للحصول على وظيفة {name} بسبب {mainFactor}.,
1633,resume_button,متابعة,
1634,retirement_early,التقاعد مبكرًا,
1635,retirement_early_tip,لديك ${amount} من المدخرات للتقاعد مبكرًا,
1636,retirement_progress,السير نحو التقاعد,
1637,retirement_remaining,{years} سنة/سنوات حتى التقاعد,
1638,retirement_savings_remaining,${amount} إضافية للتقاعد,
1639,robot_maintenance,صيانة الروبوتات,
1640,robot_release,RoboCo تصدر {name} الذي يتفوق في {skills}.,
1641,robot_release_long,"بعد سنوات من البحث والتطوير، أطلقت RoboCo أخيرًا {name} الذي يتفوق في {skills}. ويعني ذلك أن الوظائف التي تضم هذه المهارة ستتأثر من ذلك,.",
1642,school_button,الالتحاق بالمدرسة,
1643,school_cost,التكلفة، إضافة إلى نفقات المعيشة,
1644,school_postsecondary_note,لن تؤدي الدرجات التي تلي المرحلة الثانوية إلى فتح أجزاء جديدة من الرسم البياني للوظائف، ولكنها ستيسر الحصول على وظيفة أفضل.,
1645,school_remaining,في المدرسة {months} شهر/أشهر إضافية,
1646,select_program,اختر برنامجًا للالتحاق به,
1647,select_starting_job,اختر المهنة التي ستبدأ بها,
1648,select_starting_job_button,اختر المهنة,
1649,skills_button,استعراض المهارات,
1650,skills_info,تتحسن مهاراتك مع مرور الوقت لأنك تستخدمها في وظائفك.,
1651,start_button,بدء,
1652,start_goal,تهدف في هذه اللعبة إلى التقاعد بعمر {age} بادخار يبلغ ${savings}.,
1653,start_intro,تبحث هذه اللعبة في قدرة الوظائف على الصمود أمام انتشار الأتمتة. تبدأ اللعبة بمهنة معرضة لخطر عالٍ أمام الأتمتة حاول أن تصل إلى مهنة آمنة نسبيًا أمام هذا الخطر.,
1654,start_welcome,أهلاً بكم في عالم الأتمتة!,
1655,stat_age,السن,
1656,stat_current_job,الوظيفة الحالية,
1657,stat_date,التاريخ,
1658,stat_education,المستوى التعليمي,
1659,stat_savings,المدخرات,
1660,stat_wage,الأجر الشهري,
1661,study_program,دراسة {name},
1662,subsidy_note,حصلت على دعم مالي يغطي {subsidy}% من نفقاتك التعليمية.,
1663,survey_age_label,السن,
1664,survey_automation_individual_question,هل تعتقد أن الأتمتة ستعزز رفاهية الأفراد؟,
1665,survey_automation_society_question,هل تعتقد أن الأتمتة ستفيد المجتمع اقتصاديًا؟,
1666,survey_education_label,المستوى التعليمي,
1667,survey_occupation_label,المهنة,
1668,survey_submit_button,إرسال,
1669,survey_submitted,أُرسِلت إجابتك.,
1670,twitter_share,شارك على تويتر,
1671,unemployed_notice,عاطل عن العمل,
1672,work_button,العمل,
1673,years_duration,{years} سنوات,
1674,your_skill_level,مستوى مهارتك,
1675,your_skills,مهاراتك,
