,en,de,correction
1440,The São Toméan Institute of Technology unveiled an algorithm capable of repairing.,"Das Institut für Technologie in S√£o Tom√© hat einen Algorithmus entdeckt, der Reparaturen durchführen kann.",
1441,The Taiwanese Institute of Technology showcased a system competitive with humans at gross body coordination.,"Das Institut für Technologie in Taiwan hat ein System präsentiert, das im Hinblick auf grobe Körperkoordination mit Menschen wettbewerbsfähig ist.",
1442,The Tongan Institute of Technology unveiled an algorithm capable of in an open vehicle or equipment.,"Das Institut für Technologie auf Tonga hat einen Algorithmus entdeckt, der in einem offenen Fahrzeug oder in offener Ausrüstung wie ein Mensch agieren kann.",
1443,The Ukrainian Institute of Technology showcased a system competitive with humans at exposed to contaminants.,"Das ukrainische Institut für Technologie hat ein System präsentiert, das im Hinblick auf die Gefährdung durch Schadstoffe mit Menschen wettbewerbsfähig ist.",
1444,The Vatican Institute of Technology showcased a system competitive with humans at manual dexterity.,"Das Institut für Technologie im Vatikan hat ein System präsentiert, das im Hinblick auf handwerkliches Geschick mit Menschen wettbewerbsfähig ist.",
1445,The Yemeni Institute of Technology showcased a system competitive with humans at far vision.,"Das jemenitische Institut für Technologie hat ein System präsentiert, das im Hinblick auf die Fernsicht mit Menschen wettbewerbsfähig ist.",
1446,Therapeutic Recreation/Recreational Therapy,Therapeutische Erholung/Entspannungstherapie,
1447,Therapy and Counseling,Therapie und Lebenshilfe,
1448,Thinking Creatively,Kreativ denken,
1449,Third Interest High-Point,Dritter Interesse-Höhepunkt,
1450,Tile And Marble Setter,Fliesen- und Marmorleger*in,
1451,Time Management,Zeitmanagement,
1452,Time Sharing,Timesharing,
1453,Timing Device Assembler,Monteur*in von Zeitmessgeräten,
1454,Tire Builder,Bediener*in einer Reifenaufbaumaschine,
1455,Tire Repairer/Changer,Reifeninstandsetzer*in/-wechsler*in,
1456,Title Examiner,Prüfer*in von Eigentumstiteln,
1457,Tongan researchers pioneered a new technique in in an open vehicle or equipment today.,"Forscher*innen aus Tonga haben heute eine neue Technik entwickelt, die in einem offenen Fahrzeug oder in offener Ausrüstung wie ein Mensch agieren kann.",
1458,Tool And Die Maker,Werkzeugmacher*in,
1459,Tool Grinder,Werkzeugschleifer*in,
1460,Tool and Die Technology/Technician,Werkzeug- und Formtechnik/Techniker*in,
1461,Tour Guide,Reiseleiter*in,
1462,Tourism and Travel Services Management,Geschäftsführung Tourismus und Reisedienstleistungen,
1463,Traditional Chinese Medicine and Chinese Herbology,Traditionelle Chinese Medizin und Chinesische Pflanzenkunde,
1464,Traffic Technician,Verkehrstechniker*in,
1465,"Traffic, Customs, and Transportation Clerk/Technician","Verkehrs-, Zoll- und Verkehrswesensachbearbeiter*in/Techniker*in",
1466,Training And Development Manager,Leiter*in für Schulung und Entwicklung,
1467,Training And Development Specialist,Spezialist*in für Schulung und Entwicklung,
1468,Training and Teaching Others,Andere schulen und unterrichten,
1469,Transit And Railroad Police,Transit- und Bahnpolizist*in,
1470,Transit Bus Driver,Transitbusfahrer*in,
1471,Translator,Übersetzer*in,
1472,Transportation,Transport und Verkehr,
1473,Transportation Attendant,"Fahrgastbetreuer*in in Zügen, Bussen, Schiffen oder Bahnhöfen und Häfen",
1474,Transportation Electrical Repairer,Instandsetzer*in von Transportmittelelektrik,
1475,Transportation Equipment Painter,Anstreicher*in von Beförderungsmitteln,
1476,Transportation Inspector,Inspektor*in für Verkehrssicherheit,
1477,Transportation Operator Supervisor,Aufseher*in Verkehrsunternehmen,
1478,Transportation Security Screener,Mitarbeiter*in der Sicherheitskontrolle im öffentlichen Verkehrswesen,
1479,Transportation and Warehousing,Transport und Lagerung,
1480,Travel Agent,Reisekaufmann/-kauffrau,
1481,Travel Clerk,Reisebüromitarbeiter*in,
1482,Travel Guide,Reiseleiter*in,
1483,Tree Trimmer,Baumschneider*in,
1484,Trinidadian scientists unveiled an algorithm capable of spend time walking and running.,"Wissenschaftler*innen aus Trinidad haben einen Algorithmus entdeckt, der die Zeit mit Gehen und Laufen verbringen kann.",
1485,Troubleshooting,Fehlersuche und -behebung,
1486,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,Lkw- und Busfahrer*in/Fahrer*in und Fahrlehrer*in von/für Nutzfahrzeuge/n,
1487,Trunk Strength,Stärke der Rumpfmuskulatur,
1488,Typist,Schreibkraft,
1489,U.S. Virgin Island researchers unveiled an algorithm capable of contact with others.,"Forscher*innen von der US-amerikanischen Jungferninsel haben einen Algorithmus entdeckt, der fähig ist, in Kontakt mit anderen zu treten.",
1490,Ukrainian engineers unveiled an algorithm capable of exposed to contaminants.,"Ukrainische Ingenieur*innen haben einen Algorithmus entdeckt, der sich dafür eignet, Schadstoffen ausgesetzt zu werden.",
1491,Undeground Mining Loading Machine Operator,Bediener*in von Lademaschinen im Untertagebau,
1492,Unskilled Oil Rig Worker,Unqualifizierte*r Bohrinselarbeiter*in,
1493,Updating and Using Relevant Knowledge,Einschlägiges Wissen aktualisieren und einsetzen,
1494,Upholsterer,Polsterer/Polsterin,
1495,Upholstery/Upholsterer,Polsterei/Polsterin/Polsterer,
1496,Urban And Regional Planner,Stadt- und Regionalplaner*in,
1497,Usher,Amtsdiener*in,
1498,Utilities,Versorgungsbetriebe,
1499,Vatican scientists pioneered a new technique in manual dexterity today.,Wissenschaftler aus dem Vatikan haben heute eine neue Technik im Hinblick auf handwerkliches Geschick entwickelt.,
1500,Vehicle/Equipment Cleaner,Fahrzeug-/Gerätereinigungskraft,
1501,Vending Machine Servicer,Verkaufsmaschinenwart*in,
1502,Veterinarian,Tierarzt/Tierärztin,
1503,Veterinary Assistant,Tierarztassistent*in,
1504,Veterinary Medicine,Tiermedizin,
1505,Veterinary Technologist,Veterinärtechnologe/-technologin,
1506,Veterinary/Animal Health Technology/Technician and Veterinary Assistant,Veterinärtechnik/Tiergesundheitstechnik/Techniker*in und Tierarztassistent*in,
1507,Visual Color Discrimination,Optische Farbunterscheidung,
1508,Visualization,Visualisierung,
1509,Vocational Rehabilitation Counseling/Counselor,Beratung/Berater*in für berufliche Rehabilitation,
1510,Waitstaff,Servicepersonal,
1511,Walking and running,Gehen und Laufen,
1512,Watch Repairer,Uhrmacher*in,
1513,Watchmaking and Jewelrymaking,Uhrmacherei und Schmuckherstellung,
1514,Water Quality and Wastewater Treatment Management and Recycling Technology/Technician,Wasserqualität- und Abwasseraufbereitungsmanagement und Recyclingtechnologie/Techniker*in,
1515,Water Vessel Captain,Schiffskapitän*in,
1516,Water/Wastewater Treatment Plant Operator,Betreiber*in von Wasser-/Abwasseraufbereitungsanlagen,
1517,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets","Allgemeine Schutz- oder Sicherheitsausrüstung tragen, wie zum Beispiel Sicherheitsschuhe, Schutzbrillen, Handschuhe, Gehörschutz, Sicherheitshelme oder Rettungswesten",
1518,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection","Spezielle Schutz- oder Sicherheitsausrüstung tragen, wie zum Beispiel Atemgeräte, Sicherheitsgurtzeug, Ganzkörperschutzanzüge oder Strahlungsschutz",
1519,Web Developer,Webentwickler*in,
1520,Weigher/Measurer,Wäger*in/Messer*in,
1521,Welder/Cutter/Solderer,Schweißer*in/Fräser*in/Löter*in,
1522,Welding Technology/Welder,Schweißtechnologie/Schweißer*in,
1523,Welding/Soldering/Brazing Machine Operator,Bediener*in einer Schweiß-/Löt-/Hartlötmaschine,
1524,Well Drilling/Driller,Brunnenbohrung/Bohrer*in,
1525,Wellhead Pumper,Mitarbeiter*in einer Leitstelle am Bohrlochkopf,
1526,Wholesale Trade,Großhandel,
1527,"Wildlife, Fish and Wildlands Science and Management","Wildtier-, Fisch- und Wildniswissenschaft und -management",
1528,Wind Turbine Service Technician,Wartungstechniker*in für Windturbinen,
1529,Wood Model Maker,Holzmodellbauer*in,
1530,Wood Patternmaker,Holzmodelltischler*in,
1531,Woodworking Machine Operator,Bediener*in einer Holzbearbeitungsmaschine,
1532,Work Output,Arbeitsresultate,
1533,Working with a team,Mit einem Team arbeiten,
1534,Working with technical devices,Mit technischen Geräten arbeiten,
1535,Wrist-Finger Speed,Handgelenk-Finger-Geschwindigkeit,
1536,Writer,Schriftsteller*in,
1537,Writing,Schreiben,
1538,Writing letters and memos,Schreiben und Aktennotizen verfassen,
1539,Written Comprehension,Schriftliches Verstehen,
1540,Written Expression,Schriftlicher Ausdruck,
1541,Yemeni researchers pioneered a new technique in far vision today.,Jemenitische Wissenschaftler*innen haben heute im Hinblick auf die Fernsicht eine neue Technik entwickelt.,
1542,Zoologist,Zoologe/Zoologin,
1543,after_subsidy,Kosten nach Beihilfe,
1544,already_enrolled,Sie sind bereits angemeldet.,
1545,application_notice,Angewandt auf {name},
1546,application_out,Antrag verschickt,
1547,automated,Automatisiert,
1548,automation_risk,Automatisierungsrisiko,
1549,bad_performance_warning,"Ihre Arbeitsleistung in den letzten {months} Monaten war schrecklich. Sie werden gekündigt, wenn Sie sich nicht bessern.",
1550,birthday_body,Sie sind noch {yearsLeft} Jahre vom Ruhestand entfernt. In diesem Tempo werden Sie bis dahin ${estimate} gespart haben.,
1551,birthday_title,Herzlichen Glückwunsch zum {age}sten Geburtstag!,
1552,consent_form_section_1,"In der Studie <em>Das automatisierte Leben</em> wollen wir untersuchen, wie Menschen ihre Arbeit wechseln können, um die negativen Auswirkungen der Automatisierung zu vermeiden.",
1553,consent_form_section_1_title,1. Ziel der Studie,
1554,consent_form_section_2,"Zu diesem Zweck bitten wir Sie, ein Online-Videospiel zu spielen, bei dem Sie Entscheidungen über Anstellungen, Qualifikationen und Automatisierung in einem zeitlich festgelegten Umfeld treffen müssen. Die Spieloberfläche kann von Teilnehmer*in zu Teilnehmer*in möglicherweise leicht geändert werden, um die Auswirkungen unterschiedlicher Informationen auf die Art und Weise zu messen, wie Menschen spielen.",
1555,consent_form_section_2_title,2. Verfahrensweise und Inhalt der Studie,
1556,consent_form_section_3,"Bei dieser Studie handelt es sich um ein Forschungsprojekt des Max-Planck-Instituts für Bildungsforschung. Die erfassten anonymen Daten darüber, wie Sie das Spiel spielen, werden ausschließlich für Forschungszwecke verwendet.<br /><br />Es werden keine personenbezogenen Daten aufgezeichnet. Wir verwenden Ihre IP-Adresse, um das Land zu ermitteln, aus dem Sie auf die Website zugreifen, wir speichern jedoch nicht die vollständige IP-Adresse selbst. Wenn Sie sich für die Teilnahme an der Abschlussumfrage entscheiden, werden wir grobe Angaben zu Ihrem Alter, Geschlecht und Ihrem Bildungsgrad mit Ihrem Weg durch das Spiel verknüpfen.<br /><br />Die Studiendaten können über Forschungsdatenbanken oder wissenschaftliche Veröffentlichungen öffentlich zugänglich gemacht werden. Beachten Sie bitte, dass die öffentlich zugänglichen Daten auch für Zwecke verwendet werden können, die über diese bestimmte Studie hinausgehen.",
1557,consent_form_section_3_title,3. Was passiert mit den erfassten Informationen und Daten?,
1558,consent_form_section_4,Die Teilnahme an dieser Studie ist freiwillig. Sie können die Teilnahme an der Studie jederzeit vor Beendigung des Spiels abbrechen.,
1559,consent_form_section_4_title,4. Teilnahme ist freiwillig,
1560,consent_form_section_5,"Die Studie <em>Das automatisierte Leben</em> ist mit einem einzigen Spieldurchlauf des Spiels verknüpft, der etwa 30 Minuten dauert und Sie können so viele Male spielen, wie Sie wollen.<br /><br />Wenn Sie das Kästchen unten ankreuzen, erklären Sie, dass Sie die oben dargelegten Bedingungen gelesen und verstanden haben und mit der Teilnahme an der Studie sowie mit der Erfassung, Speicherung und Nutzung Ihrer Daten nach der Beschreibung oben einverstanden sind.",
1561,consent_form_section_5_title,5. Einwilligung,
1562,consent_form_title,Informationen zur Studie und Einverständniserklärung für erwachsene Teilnehmer*innen,
1563,consent_label,Ich verstehe die Bedingungen und willige ein.,
1564,consent_submit_button,Absenden,
1565,cost_in_wages,{months} Monatslohn,
1566,counterfactual,"Wenn die Automatisierung nicht gewesen wäre, hätten Sie ${amount} {comp} verdient als Sie tatsächlich verdient haben.",
1567,current_job,Derzeitige Arbeitsstelle,
1568,debt_expenses,${amount} Schulden,
1569,debt_outcome,Sie haben Darlehen in Höhe von ${loans} aufgenommen. Das ist ${amount} {comp} als andere Spieler.,
1570,deepening_automation,Die Auswirkungen auf die Produktivität von {name} sind weit verbreitet.,
1571,drop_out,Sie haben die Schule abgebrochen.,
1572,education_title,Bildung,
1573,enroll_button,Anmelden,
1574,facebook_share,Auf Facebook teilen,
1575,fired,Sie wurden wegen Ihrer schlechten Leistung gekündigt.,
1576,fully_educated,"Das Bildungssystem hat Ihnen alles beigebracht, was es kann.",
1577,game_over_debt,Sie haben zu viele Schulden angehäuft.,
1578,game_over_lose,"Sie konnten keine ausreichenden Ersparnisse anlegen, um in den Ruhestand zu treten.",
1579,game_over_lose_share,"Ich habe es nicht geschafft, der Automatisierung in 🤖 der automatisierten Welt 🌎 zu entgehen.",
1580,game_over_lose_summary_result,Sie haben es nicht geschafft. {percent}% der Spieler haben es ebenfalls nicht geschafft.,
1581,game_over_notice,Das Spiel ist aus,
1582,game_over_thanks,"Vielen Dank, dass Sie ""Die automatisierte Welt gespielt"" haben. Nehmen Sie sich bitte einen Augenblick Zeit und füllen Sie die Umfrage aus.",
1583,game_over_warning,"Sie sind stark verschuldet. Wenn Sie Schulden in Höhe von ${amount} erreichen, werden Sie das Spiel verlieren.",
1584,game_over_win,Sie haben die Automatisierung erfolgreich überlebt und haben es in den Ruhestand geschafft.,
1585,game_over_win_share,Ich bin der Automatisierung in 🤖 der automatisierten Welt 🌎 entgangen!,
1586,game_over_win_summary_result,Sie haben es geschafft. {percent}% der Spieler haben es ebenfalls geschafft.,
1587,graduated,Herzlichen Glückwunsch! Sie haben den Abschluss geschafft.,
1588,high,hoch,
1589,high_risk_automation,Hohes Risiko,
1590,hint_hud,"Hier sehen Sie Ihr derzeitiges 🎂 Alter, 🏦¶ Ersparnisse, 💸 Einkommen, Ausgaben, 🎓 Bildungsgrad und 🛠️ Arbeit.<br /><br />Das <b style='color:#fff;background:#395be5;'>Qualifikationen-</b>Menü zeigt Ihnen Ihre Qualifikationen an und im <b style='color:#fff;background:#395be5;'>Schul</b>menü können Sie sich an der Schule anmelden.",
1591,hint_job_graph,"Dies ist das Arbeitsnetzwerk Die Arbeiten sind anhand der Ähnlichkeiten der für sie erforderlichen Qualifikationen miteinander verknüpft. Der <b style='color:#fff;background:#0e55ef;'>dunkelblaue</b> Knoten ist Ihre derzeitige Arbeit. <br /><br /><b style='color:#fff;background:#4fc6ea;'>Hellblaue</b> Knoten sind Arbeiten, für die Sie sich <b style='background:#f9ca2f;'>bewerben</b> können, indem Sie sie <img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>anklicken</span> (es dauert {applicationMonths} Monate, bis Sie eine Antwort erhalten). Ihre Chance, eingestellt zu werden hängt vom Niveau Ihrer einschlägigen <em>Qualifikationen</em>, Ihrer <em>Bildung</em> und der <em>Leistung</em> in Ihrer derzeitigen Arbeit ab.<br /><br /><b style='color:#fff;background:#51728c;'>Dunkelgraue</b> Arbeiten sind Arbeiten, die Sie bereits hatten. Sie können sich jederzeit wieder für sie bewerben.<br /><br /><img src='/static/cursor.png' width='7px' /><span style='text-decoration:underline;'>Ziehen Sie die Maus über</span> eine Arbeit, um die erforderlichen Qualifikationen, den Monatslohn, die Gefährdung durch Automatisierung und Ihr derzeitiges Qualifikationsniveau einzusehen.",
1592,hint_work,"<b style='color:#fff;background:#ea432a;'>Arbeitsaufgaben</b> stapeln sich hier. <img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>Klicken Sie</span> auf eine beliebige, um sie abzuschließen und Ihre <b style='color:#fff;background:#d119e5;'>Leistung</b> bei Ihrer Arbeit zu erhöhen. Dies beeinträchtigt Ihre Chance, bei neuen Arbeitsstellen eingestellt zu werden.",
1593,hired,Sie wurden als {name} eingestellt.,
1594,how_to_play,"<p><b style='background:#f9ca2f;'>Bewerben</b> Sie sich für neue Arbeiten, indem Sie auf die <b style='color:#fff;background:#4fc6ea;'>hellblauen</b> Knoten im Arbeitsnetzwerk <img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>klicken</span>. <img src='/static/cursor.png' width='7px' /><span style='text-decoration:underline;'>Ziehen Sie die Maus über</span> Arbeiten, um mehr über sie zu erfahren.</p><p>Behalten Sie Ihre <b style='color:#fff;background:#d119e5;'>Leistung</b> bei, indem Sie in der (<img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>Klicken</span>) <b style='color:#fff;background:#ea432a;'>Arbeit</b> in der Ecke oben rechts ganz oben bleiben.</p><p>Sie haben monatliche Ausgaben, die automatisch von Ihren 🏦¶ Ersparnissen abgezogen werden. Wenn Sie sich zu hoch verschulden, endet das Spiel.</p><p>Sie können Ihren Fortschritt in Bezug auf Ihr Ruhestand- 🏦ñÔ∏è Ziel in der Ecke unten links verfolgen.</p><p>Wenn Sie stecken bleiben oder einen Moment Pause brauchen, ist das kein Problem. Sie können das Spiel <b style='color:#fff;background:#395be5;'>unterbrechen</b> wann immer Sie wollen.</p>",
1595,how_to_play_title,Wie wird das Spiel gespielt?,
1596,important_skills,Wichtige Qualifikationen,
1597,improving_on_job,Verbesserung am Arbeitsplatz,
1598,improving_skill,Qualifikation verbessern,
1599,in_school_notice,In Schule,
1600,inflation,Ihre Lebenshaltungskosten sind inflationsbedingt gestiegen.,
1601,interest_rate,Zinssatz,
1602,likert_0,Ich stimme überhaupt nicht zu,
1603,likert_1,Ich stimme nicht zu,
1604,likert_2,Neutral,
1605,likert_3,Ich stimme zu,
1606,likert_4,Ich stimme absolut zu,
1607,living_expenses,${amount} Leben,
1608,loan_terms,"{rate}% fest, {years}-Jahr",
1609,loan_warning,"Sie können sich die Schule nicht leisten. Wenn Sie sich anmelden, erhalten Sie ein Darlehen zur Deckung aller Kosten zu den folgenden Bedingungen",
1610,low,niedrig,
1611,low_risk_automation,Niedriges Risiko,
1612,mid_risk_automation,Mittleres Risiko,
1613,moderate,mäßig,
1614,month_unit,mo,
1615,monthly_expenses,${amount}/Monat an Ausgaben,
1616,news_silence_note,Künftige Nachrichten verbergen. Unten rechts werden dennoch Benachrichtigungen angezeigt.,
1617,news_title,Eilmeldung,
1618,next_level,Nächste Stufe,
1619,njobs_outcome,Sie waren in {nJobs} verschiedenen Arbeitsstellen beschäftigt. Das ist {amount} {comp} als andere Spieler.,
1620,notification_history_button,Benachrichtigungsverlauf,
1621,notification_history_title,Verlauf,
1622,past_job,Letzte Arbeitsstelle,
1623,pause_button,Pause,
1624,percent_automated,automatisiert,
1625,percent_skills_automated,{percent}% der Qualifikationen sind automatisiert worden,
1626,performance,Leistung,
1627,performance_bad,Schlecht,
1628,performance_fantastic,Fantastisch,
1629,performance_good,Gut,
1630,performance_mediocre,Mittelmäßig,
1631,performance_terrible,Schrecklich,
1632,rejected,Ihre Bewerbung als {name} wurde abgelehnt wegen Ihrer {mainFactor}.,
1633,resume_button,Wiederaufnahme,
1634,retirement_early,Frührente/Frühpension,
1635,retirement_early_tip,"Sie brauchen ${amount} an Ersparnissen, um in den Frühruhestand zu gehen",
1636,retirement_progress,Fortschritt im Hinblick auf den Ruhestand,
1637,retirement_remaining,{years} Jahre bis zum Ruhestand,
1638,retirement_savings_remaining,${amount} Für den Ruhestand werden mehr benötigt,
1639,robot_maintenance,Instandhaltung von Robotern,
1640,robot_release,RoboCo bringt {name} heraus. Es ist hervorragend in {skills}.,
1641,robot_release_long,"Nach Jahren der Forschung und Entwicklung hat RoboCo {name} herausgebracht. Es ist hervorragend in {skills}. Sämtliche Arbeiten, die diese Fertigkeit beinhalten, werden davon betroffen sein.",
1642,school_button,Schule besuchen,
1643,school_cost,"Kosten, mit Lebenshaltungskosten",
1644,school_postsecondary_note,"Weiterführende Schulabschlüsse eröffnen zwar keine neuen Teile des Arbeitsgraphen, sie erleichtern es aber für fortschrittlichere Arbeiten angestellt zu werden.",
1645,school_remaining,Weitere {months} Monate in der Schule,
1646,select_program,"Wählen Sie ein Programm aus, um sich dafür anzumelden",
1647,select_starting_job,Wählen Sie Ihre erste Arbeit aus,
1648,select_starting_job_button,Arbeit auswählen,
1649,skills_button,Qualifikationen anzeigen,
1650,skills_info,"Ihre Qualifikationen verbessern sich im Laufe der Zeit automatisch, wenn Sie sie für Ihre Arbeiten einsetzen.",
1651,start_button,Start,
1652,start_goal,"Ihr Ziel besteht darin, im Alter von {age} mit einem finanziellen Polster von ${savings} in den Ruhestand zu treten.",
1653,start_intro,"Dieses Spiel ist eine Erkundung der Arbeitsmobilität gegenüber der Verbreitung der Automatisierung. Ihre erste Arbeit ist durch die Automatisierung stark gefährdet. Versuchen Sie, in einer Arbeit zu landen, die relativ sicher vor Automatisierung ist.",
1654,start_welcome,Willkommen in der automatisierten Welt!,
1655,stat_age,Alter,
1656,stat_current_job,Derzeitige Arbeit,
1657,stat_date,Datum,
1658,stat_education,Bildungsgrad,
1659,stat_savings,Ersparnisse,
1660,stat_wage,Monatslohn,
1661,study_program,Studie {name},
1662,subsidy_note,"Sie erhalten eine Ausbildungsbeihilfe, die {subsidy}% Ihrer Ausgaben deckt.",
1663,survey_age_label,Alter,
1664,survey_automation_individual_question,Wird das persönliche Wohlergehen Ihrer Meinung nach von der Automatisierung profitieren?,
1665,survey_automation_society_question,Wird die Gesellschaft Ihrer Meinung nach von der Automatisierung profitieren?,
1666,survey_education_label,Bildungsgrad,
1667,survey_occupation_label,Beschäftigung,
1668,survey_submit_button,Absenden,
1669,survey_submitted,Ihre Antworten wurden versandt.,
1670,twitter_share,Auf Twitter teilen,
1671,unemployed_notice,Arbeitslos,
1672,work_button,Arbeit,
1673,years_duration,{years} Jahre,
1674,your_skill_level,Ihr Qualifikationsniveau,
1675,your_skills,Ihre Qualifikationen,
